Date,Hour,HOV Flow,Ordinary Flow,HOV Travel Time,Ordinary Travel Time,Avg_total_toll,Sigma_2ratio,Sigma_3ratio,Demand,Sigma_o,Sigma_toll,Sigma_pool2,Sigma_pool3
2021-01-04,5,527.7272727272727,2251.590909090909,5.723088807801651,6.232885678883609,0.75,0.14317343173431735,0.6142988929889299,2887.0462031380375,0.7440222189316072,0.1817748047820213,0.07292638775590793,0.00127653743984409
2021-01-04,19,657.8181818181819,2693.681818181818,5.871117941623558,6.49506858886521,0.75,0.14317343173431735,0.6142988929889299,3493.5245450784864,0.7346303208385417,0.1846722465560114,0.07886789227927662,0.0018294914014537408
2021-01-04,18,894.8181818181819,3420.090909090909,6.2395731166498765,7.142072882348169,0.9791666666666666,0.14317343173431735,0.6142988929889299,4569.410651209729,0.7239250581892924,0.1659206836034976,0.10643638214004462,0.0037177954092529274
2021-01-04,17,1117.7727272727273,3900.727272727273,7.392573377115394,8.955926028136707,1.5625,0.14317343173431735,0.6142988929889299,5551.66620647003,0.699951625621235,0.11171740581912207,0.17710107502094907,0.011229839770498786
2021-01-04,16,1135.2272727272727,4070.090909090909,6.779062331085779,7.687608456476532,1.3125,0.14317343173431735,0.6142988929889299,5586.37220522967,0.7376055967635476,0.1273090152888573,0.13107341978939657,0.004011966066289712
2021-01-04,14,1126.0454545454545,3968.0,7.0821089254781,8.304970509049491,1.5625,0.14317343173431735,0.6142988929889299,5561.01639317895,0.7254944967027718,0.10901808804020979,0.15811641326554604,0.007370940710861413
2021-01-04,13,999.6363636363636,3728.590909090909,7.028645317415155,8.270088873746959,1.0208333333333333,0.14317343173431735,0.6142988929889299,5083.637041506978,0.6986358185913161,0.16355301914662793,0.13176974807386807,0.0060413681480679556
2021-01-04,15,1127.8181818181818,3929.136363636364,7.148709807101219,8.412858258913065,1.7272727272727273,0.14317343173431735,0.6142988929889299,5560.248464935066,0.7283655726455592,0.09320956889016202,0.170600888669719,0.007823910022371365
2021-01-04,11,849.7272727272727,3452.7727272727275,6.970832354676762,8.359200713407498,0.75,0.14317343173431735,0.6142988929889299,4631.047786047449,0.668552878630809,0.19150313556209164,0.13410850144294098,0.005835435518659355
2021-01-04,10,809.1363636363636,3329.0454545454545,6.743483895065098,7.968814935329384,0.75,0.14317343173431735,0.6142988929889299,4421.095879927099,0.6828921103201461,0.19077526633080039,0.12137951876323222,0.004953070835386575
2021-01-04,9,786.5454545454545,3250.0,6.601781610214255,7.677416108290483,0.75,0.14317343173431735,0.6142988929889299,4284.082708636023,0.6959103712869964,0.18991264912625694,0.11002387312300788,0.004153059657992666
2021-01-04,8,880.3181818181819,3464.3636363636365,6.617976708605807,7.700983429944729,0.75,0.14317343173431735,0.6142988929889299,4611.949544418881,0.6955370878965024,0.18996071405732595,0.11030203989357759,0.004200119166691732
2021-01-04,7,863.1818181818181,3378.5,6.460725641197276,7.480807663864903,0.75,0.14317343173431735,0.6142988929889299,4490.97415301965,0.7007409069014139,0.18952812103777855,0.10586612800549008,0.003864819969598426
2021-01-04,6,748.3636363636364,3022.1363636363635,6.167583873892236,6.989914993335738,0.75,0.14317343173431735,0.6142988929889299,3958.3626421991985,0.7182842205524578,0.18773767551279247,0.09115442065618024,0.0028236272715967516
